id;Linkin Nimi;UniqueNimi;Kieli;Url;KieliNimi
1297;Ammattikorkeakouluopiskelijoiden järjestö;An organisation for Finnish students in universities of applied sciences;en;;Englanti
1297;Ammattikorkeakouluopiskelijoiden järjestö;Organización de los estudiantes de escuelas politécnicas;es;;Espanja
1297;Ammattikorkeakouluopiskelijoiden järjestö;Kutsekõrgkoolide Õpilaste Liit;et;;Eesti
1297;Ammattikorkeakouluopiskelijoiden järjestö;تشکیلات دانش جویان مدارس عالی حرفه ای;fa;;Persia
1297;Ammattikorkeakouluopiskelijoiden järjestö;Organisation des étudiants des écoles supérieures professionnelles;fr;;Ranska
1297;Ammattikorkeakouluopiskelijoiden järjestö;Организация студентов университетов прикладных наук;ru;;Venäjä
1297;Ammattikorkeakouluopiskelijoiden järjestö;Sindikat  visoko stručnih škola/politehnike;sh;;Serbokroatia
1297;Ammattikorkeakouluopiskelijoiden järjestö;Ururka ardayda ee iskuul xirfadeedka sare;so;;Somali
1297;Ammattikorkeakouluopiskelijoiden järjestö;Organizata e studentëve të shkollave të larta profesionale;sq;;Albania
1297;Ammattikorkeakouluopiskelijoiden järjestö;Förbund för studerande vid yrkeshögskolor;sv;https://samok.fi/?lang=sv;Ruotsi
1297;Ammattikorkeakouluopiskelijoiden järjestö;Meslek yüksek okulu öğrencileri örgütü;tr;;Turkki
1297;Ammattikorkeakouluopiskelijoiden järjestö;职业技术大学学生会;zh;;Kiina
1299;Tietoa tutkijan työstä;معلومات عن عمل الباحث;ar;;Arabi
1299;Tietoa tutkijan työstä;Information on the work of a researcher;en;;Englanti
1299;Tietoa tutkijan työstä;Información sobre los trabajos de investigación;es;;Espanja
1299;Tietoa tutkijan työstä;Teavet teaduri töö kohta;et;;Eesti
1299;Tietoa tutkijan työstä;اطلاعاتی درباره کار محقق;fa;;Persia
1299;Tietoa tutkijan työstä;Informations sur le travail du chercheur;fr;;Ranska
1299;Tietoa tutkijan työstä;Информация об исследовательской работе;ru;;Venäjä
1299;Tietoa tutkijan työstä;Informacije o istraživačkom radu;sh;;Serbokroatia
1299;Tietoa tutkijan työstä;Macluumaadka shaqada cilmi-baaraha;so;;Somali
1299;Tietoa tutkijan työstä;Informacione për punën e studiuesit;sq;;Albania
1299;Tietoa tutkijan työstä;Information om forskaryrket;sv;;Ruotsi
1299;Tietoa tutkijan työstä;Araştırmacı mesleği hakkında bilgi;tr;;Turkki
1299;Tietoa tutkijan työstä;科研工作;zh;;Kiina
1300;Tietoa säätiöistä ja apurahoista;معلومات عن المؤسسات والمنح;ar;;Arabi
1300;Tietoa säätiöistä ja apurahoista;Information on foundations and grants;en;https://saatiotrahastot.fi/en/frontpage/;Englanti
1300;Tietoa säätiöistä ja apurahoista;Información sobre fundaciones y becas;es;;Espanja
1300;Tietoa säätiöistä ja apurahoista;Teavet sihtasutuste ja stipendiumide kohta;et;;Eesti
1300;Tietoa säätiöistä ja apurahoista;اطلاعاتی درباره بنیاد ها و کمک های مالی;fa;;Persia
1300;Tietoa säätiöistä ja apurahoista;Informations sur les fondations et les bourses;fr;;Ranska
1300;Tietoa säätiöistä ja apurahoista;Информация о фондах и грантах;ru;;Venäjä
1300;Tietoa säätiöistä ja apurahoista;Informacije o fondacijama i novčanoj pomoći;sh;;Serbokroatia
1300;Tietoa säätiöistä ja apurahoista;Macluumaadka mu'asasooyinka iyo caawimaadda lacagta;so;;Somali
1300;Tietoa säätiöistä ja apurahoista;Informacione për fondacionet dhe bursat;sq;;Albania
1300;Tietoa säätiöistä ja apurahoista;Information om stiftelser och penningunderstöd;sv;https://saatiotrahastot.fi/sv/framsida/;Ruotsi
1300;Tietoa säätiöistä ja apurahoista;Vakıflar ve burslar hakkında bilgi;tr;;Turkki
1300;Tietoa säätiöistä ja apurahoista;研究基金和奖学金;zh;;Kiina
1301;Apurahat ulkomaalaisille tutkijoille;المنح للباحثين الأجانب;ar;;Arabi
1301;Apurahat ulkomaalaisille tutkijoille;Grants for foreign researchers;en;https://www.oph.fi/en/development/finnish-government-scholarship-pool;Englanti
1301;Apurahat ulkomaalaisille tutkijoille;Becas para investigadores extranjeros;es;;Espanja
1301;Apurahat ulkomaalaisille tutkijoille;Abirahad välismaalastest uurijatele;et;;Eesti
1301;Apurahat ulkomaalaisille tutkijoille;کمک مالی برای محققین خارجی;fa;;Persia
1301;Apurahat ulkomaalaisille tutkijoille;Bourses pour les chercheurs étrangers;fr;;Ranska
1301;Apurahat ulkomaalaisille tutkijoille;Гранты для иностранных исследователей;ru;;Venäjä
1301;Apurahat ulkomaalaisille tutkijoille;Novčane pomoći stranim istraživačima;sh;;Serbokroatia
1301;Apurahat ulkomaalaisille tutkijoille;Caawimaadda lacagta ee cilmi-baarayaasha ajaaniibta ah;so;;Somali
1301;Apurahat ulkomaalaisille tutkijoille;Bursa për studiuesit e huaj;sq;;Albania
1301;Apurahat ulkomaalaisille tutkijoille;Penningunderstöd för utländska forskare;sv;https://www.oph.fi/sv/utveckling/finnish-government-scholarship-pool-stipendium;Ruotsi
1301;Apurahat ulkomaalaisille tutkijoille;Yabancı araştırmacılar için burslar;tr;;Turkki
1301;Apurahat ulkomaalaisille tutkijoille;为外籍研究人员提供的研究基金;zh;;Kiina
1303;Tietoa oppisopimuskoulutuksesta;معلومات عن التعليم بواسطة عقد التعلم في مكان العمل;ar;;Arabi
1303;Tietoa oppisopimuskoulutuksesta;Information on apprenticeship training;en;https://www.oppisopimus.fi/en/student/apprenticeship-training/;Englanti
1303;Tietoa oppisopimuskoulutuksesta;Información sobre la formación mediante contrato en prácticas;es;;Espanja
1303;Tietoa oppisopimuskoulutuksesta;Teavet õppelepingu alusel toimuva koolituse kohta;et;;Eesti
1303;Tietoa oppisopimuskoulutuksesta;اطلاعاتی درباره دوره آموزشی قراردادی;fa;;Persia
1303;Tietoa oppisopimuskoulutuksesta;Informations sur la formation en apprentissage;fr;;Ranska
1303;Tietoa oppisopimuskoulutuksesta;Информация об обучении по договору;ru;;Venäjä
1303;Tietoa oppisopimuskoulutuksesta;Informacije o školovanju po ugovoru o osposobljavanju;sh;;Serbokroatia
1303;Tietoa oppisopimuskoulutuksesta;Macluumaadka heshiiska waxbarashada;so;;Somali
1303;Tietoa oppisopimuskoulutuksesta;Informacione për shkollimin me kontratë mësimi;sq;;Albania
1303;Tietoa oppisopimuskoulutuksesta;Information om läroavtalsutbildning;sv;https://www.oppisopimus.fi/sv/studerande/laroavtalsutbildning/;Ruotsi
1303;Tietoa oppisopimuskoulutuksesta;Çıraklık sözleşme eğitimi hakkında bilgi;tr;;Turkki
1303;Tietoa oppisopimuskoulutuksesta;见习培训合同;zh;;Kiina
1304;Tietoa oppisopimuskoulutuksesta;معلومات عن التعليم بواسطة عقد التعلم في مكان العمل;ar;;Arabi
1304;Tietoa oppisopimuskoulutuksesta;Information on apprenticeship training;en;;Englanti
1304;Tietoa oppisopimuskoulutuksesta;Información sobre la formación mediante contrato en prácticas;es;;Espanja
1304;Tietoa oppisopimuskoulutuksesta;Teavet õppelepingu alusel toimuva koolituse kohta;et;;Eesti
1304;Tietoa oppisopimuskoulutuksesta;اطلاعاتی درباره دوره آموزشی قراردادی;fa;;Persia
1304;Tietoa oppisopimuskoulutuksesta;Informations sur la formation en apprentissage;fr;;Ranska
1304;Tietoa oppisopimuskoulutuksesta;Информация об обучении по договору;ru;;Venäjä
1304;Tietoa oppisopimuskoulutuksesta;Informacije o školovanju po ugovoru o osposobljavanju;sh;;Serbokroatia
1304;Tietoa oppisopimuskoulutuksesta;Macluumaadka heshiiska waxbarashada;so;;Somali
1304;Tietoa oppisopimuskoulutuksesta;Informacione për shkollimin me kontratë mësimi;sq;;Albania
1304;Tietoa oppisopimuskoulutuksesta;Information om läroavtalsutbildning;sv;https://www.oph.fi/sv/utbildning-och-examina/larandet-i-arbetslivet#anchor-laroavtalsutbildning;Ruotsi
1304;Tietoa oppisopimuskoulutuksesta;Çıraklık sözleşme eğitimi hakkında bilgi;tr;;Turkki
1304;Tietoa oppisopimuskoulutuksesta;见习培训合同;zh;;Kiina
1307;Tietoa työvoimakoulutuksesta;معلومات عن تعليم القوى العاملة;ar;;Arabi
1307;Tietoa työvoimakoulutuksesta;Information on labour market training;en;https://www.te-palvelut.fi;Englanti
1307;Tietoa työvoimakoulutuksesta;Información sobre formación para el mercado laboral;es;;Espanja
1307;Tietoa työvoimakoulutuksesta;Teavet tööjõukoolituste kohta;et;;Eesti
1307;Tietoa työvoimakoulutuksesta;اطلاعاتی درباره دروه های آموزشی اداره کار;fa;;Persia
1307;Tietoa työvoimakoulutuksesta;Informations sur la formation en faveur de l'emploi;fr;;Ranska
1307;Tietoa työvoimakoulutuksesta;Информация об обучении рабочей силы;ru;;Venäjä
1307;Tietoa työvoimakoulutuksesta;Informacije o školovanju radne snage;sh;;Serbokroatia
1307;Tietoa työvoimakoulutuksesta;Macluumaadka waxbarashada xafiiska shaqada;so;;Somali
1307;Tietoa työvoimakoulutuksesta;Informacione për shkollimin për fuqinë punëtore;sq;;Albania
1307;Tietoa työvoimakoulutuksesta;Information om arbetskraftsutbildning;sv;https://www.te-palvelut.fi;Ruotsi
1307;Tietoa työvoimakoulutuksesta;İşgücü eğitimi hakkında bilgi;tr;;Turkki
1307;Tietoa työvoimakoulutuksesta;劳务市场培训;zh;;Kiina
1308;Etsi työvoimakoulutuksia;ابحث عن تعليم القوى العاملة;ar;;Arabi
1308;Etsi työvoimakoulutuksia;Find labour market training;en;;Englanti
1308;Etsi työvoimakoulutuksia;Buscar oportunidades de formación para el mercado laboral;es;;Espanja
1308;Etsi työvoimakoulutuksia;Tööjõukoolituste otsing;et;;Eesti
1308;Etsi työvoimakoulutuksia;دوره های آموزشی اداره کار را جستجو کنید;fa;;Persia
1308;Etsi työvoimakoulutuksia;Cherchez des formations en faveur de l'emploi;fr;;Ranska
1308;Etsi työvoimakoulutuksia;Найти информацию об обучении рабочей силы;ru;;Venäjä
1308;Etsi työvoimakoulutuksia;Tražite školovanje radne snage;sh;;Serbokroatia
1308;Etsi työvoimakoulutuksia;Raadi waxbarashada xoogga shaqada;so;;Somali
1308;Etsi työvoimakoulutuksia;Kërkoni shkollim për fuqinë punëtore;sq;;Albania
1308;Etsi työvoimakoulutuksia;Sök arbetskraftsutbildningar;sv;https://koulutukset.te-palvelut.fi/kt/;Ruotsi
1308;Etsi työvoimakoulutuksia;İşgücü eğitimleri arayın;tr;;Turkki
1308;Etsi työvoimakoulutuksia;寻找劳务市场培训课程;zh;;Kiina
1310;Työ- ja elinkeinotoimistot;مكاتب العمل والموارد المعيشية;ar;;Arabi
1310;Työ- ja elinkeinotoimistot;Employment and Economic Development Offices;en;;Englanti
1310;Työ- ja elinkeinotoimistot;Oficina de Trabajo y Actividades Laborales;es;;Espanja
1310;Työ- ja elinkeinotoimistot;Töö- ja ettevõtlusbürood;et;;Eesti
1310;Työ- ja elinkeinotoimistot;اداره کار و امور کسب معیشت;fa;;Persia
1310;Työ- ja elinkeinotoimistot;Agence pour l'emploi et l'activité économique;fr;;Ranska
1310;Työ- ja elinkeinotoimistot;Бюро по труду и предпринимательству;ru;;Venäjä
1310;Työ- ja elinkeinotoimistot;Centar radne snage i ekonomskog razvitka;sh;;Serbokroatia
1310;Työ- ja elinkeinotoimistot;Xafiisyada shaqada;so;;Somali
1310;Työ- ja elinkeinotoimistot;Zyrat për punë dhe sipërmarrje;sq;;Albania
1310;Työ- ja elinkeinotoimistot;Arbets- och näringsbyråer;sv;https://toimistot.te-palvelut.fi/sv/paikalliset-palvelut;Ruotsi
1310;Työ- ja elinkeinotoimistot;İş ve Geçim Kaynakları büroları;tr;;Turkki
1310;Työ- ja elinkeinotoimistot;劳动和经济发展办公室;zh;;Kiina
1312;Täydennyskoulutusta;التعليم التكميلي;ar;;Arabi
1312;Täydennyskoulutusta;Supplementary education;en;;Englanti
1312;Täydennyskoulutusta;Formación complementaria;es;;Espanja
1312;Täydennyskoulutusta;Täiendõpe;et;;Eesti
1312;Täydennyskoulutusta;تحصیلات تکمیلی;fa;;Persia
1312;Täydennyskoulutusta;Formation complémentaire;fr;;Ranska
1312;Täydennyskoulutusta;Повышение квалификации;ru;;Venäjä
1312;Täydennyskoulutusta;Školovanje za dopunjavanje;sh;;Serbokroatia
1312;Täydennyskoulutusta;Waxbarashada dhameystirka ah;so;;Somali
1312;Täydennyskoulutusta;Shkollimi plotësues;sq;;Albania
1312;Täydennyskoulutusta;Fortbildning;sv;;Ruotsi
1312;Täydennyskoulutusta;Bütünleyici öğretim;tr;;Turkki
1312;Täydennyskoulutusta;职业补充培训;zh;;Kiina
1314;Yleisen kielitutkinnon suorituspäivät;أيام تقديم امتحان اللغة العام;ar;;Arabi
1314;Yleisen kielitutkinnon suorituspäivät;Days for taking the National Certificate of Language Proficiency;en;https://www.oph.fi/en/education-and-qualifications/examination-days-and-test-centres;Englanti
1314;Yleisen kielitutkinnon suorituspäivät;Fechas de los exámenes para la titulación lingüística pública;es;;Espanja
1314;Yleisen kielitutkinnon suorituspäivät;Üldkeeleeksami tegemise kuupäevad;et;;Eesti
1314;Yleisen kielitutkinnon suorituspäivät;روزهای برگزاری آزمون عمومی زبان;fa;;Persia
1314;Yleisen kielitutkinnon suorituspäivät;Jours de sessions de l'examen linguistique général;fr;;Ranska
1314;Yleisen kielitutkinnon suorituspäivät;Дни сдачи общего языкового экзамена;ru;;Venäjä
1314;Yleisen kielitutkinnon suorituspäivät;Dani polaganja opšteg jezičnog ispita;sh;;Serbokroatia
1314;Yleisen kielitutkinnon suorituspäivät;Maalmaha la sameeyo imtixaanka luqada ee guud;so;;Somali
1314;Yleisen kielitutkinnon suorituspäivät;Datat e provimit të përgjithshëm të gjuhës;sq;;Albania
1314;Yleisen kielitutkinnon suorituspäivät;Datum för allmän språkexamen;sv;https://www.oph.fi/sv/utbildning-och-examina/examensdagar-och-stallen;Ruotsi
1314;Yleisen kielitutkinnon suorituspäivät;Genel dil sınavı yapılma günleri;tr;;Turkki
1314;Yleisen kielitutkinnon suorituspäivät;通用语言能力测试日期;zh;;Kiina
1315;Tietoa avoimesta ammattikorkeakoulusta;معلومات عن مؤسسات التعليم المهني العليا المفتوحة;ar;;Arabi
1315;Tietoa avoimesta ammattikorkeakoulusta;Information on open universities of applied sciences;en;https://studyinfo.fi/wp2/en/higher-education/open-studies/;Englanti
1315;Tietoa avoimesta ammattikorkeakoulusta;Información sobre las escuelas técnicas superiores a distancia;es;;Espanja
1315;Tietoa avoimesta ammattikorkeakoulusta;Teavet avatud kutsekõrgkooli kohta;et;;Eesti
1315;Tietoa avoimesta ammattikorkeakoulusta;اطلاعاتی درباره مدرسه عالی حرفه ای آزاد;fa;;Persia
1315;Tietoa avoimesta ammattikorkeakoulusta;Informations sur l'école supérieure professionnelle ouverte;fr;;Ranska
1315;Tietoa avoimesta ammattikorkeakoulusta;Информация об открытом университете прикладных наук;ru;;Venäjä
1315;Tietoa avoimesta ammattikorkeakoulusta;Informacije o  otvorenim visoko stručnim školama//politehnike;sh;;Serbokroatia
1315;Tietoa avoimesta ammattikorkeakoulusta;Macluumaadka iskuul xirfadeedka furan ee sare;so;;Somali
1315;Tietoa avoimesta ammattikorkeakoulusta;Informacione për shkollat e shkollimit të lartë profesional të hapura;sq;;Albania
1315;Tietoa avoimesta ammattikorkeakoulusta;Information om öppna yrkeshögskolan;sv;https://studieinfo.fi/wp/yrkeshogskola/oppna-yrkeshogskolan/;Ruotsi
1315;Tietoa avoimesta ammattikorkeakoulusta;Açık meslek yüksek okulu hakkında bilgi;tr;;Turkki
1315;Tietoa avoimesta ammattikorkeakoulusta;公开职业技术大学;zh;;Kiina
1316;Tietoa avoimesta yliopistosta;معلومات عن الجامعات المفتوحة;ar;;Arabi
1316;Tietoa avoimesta yliopistosta;Information on open universities;en;https://studyinfo.fi/wp2/en/higher-education/open-studies/;Englanti
1316;Tietoa avoimesta yliopistosta;Información sobre las universidades a distancia;es;;Espanja
1316;Tietoa avoimesta yliopistosta;Teavet avatud ülikooli kohta;et;;Eesti
1316;Tietoa avoimesta yliopistosta;اطلاعاتی درباره دانشگاه آزاد;fa;;Persia
1316;Tietoa avoimesta yliopistosta;Informations sur l'université ouverte;fr;;Ranska
1316;Tietoa avoimesta yliopistosta;Информация об открытых университетах;ru;;Venäjä
1316;Tietoa avoimesta yliopistosta;Informacije o otvorenim univerzitetima;sh;;Serbokroatia
1316;Tietoa avoimesta yliopistosta;Macluumaadka jaamacadda furan;so;;Somali
1316;Tietoa avoimesta yliopistosta;Informacione për universitetin e hapur;sq;;Albania
1316;Tietoa avoimesta yliopistosta;Information om öppna universitetet;sv;https://studieinfo.fi/wp/universitet/oppna-universitetet/;Ruotsi
1316;Tietoa avoimesta yliopistosta;Açık üniversite hakkında bilgi;tr;;Turkki
1316;Tietoa avoimesta yliopistosta;公开大学;zh;;Kiina
1317;Tietoa kesäyliopistosta;معلومات عن الجامعات الصيفية;ar;;Arabi
1317;Tietoa kesäyliopistosta;Information on summer universities;en;;Englanti
1317;Tietoa kesäyliopistosta;Información sobre las universidades de verano;es;;Espanja
1317;Tietoa kesäyliopistosta;Teavet suveülikooli kohta;et;;Eesti
1317;Tietoa kesäyliopistosta;اطلاعاتی درباره دانشگاه تابستانی;fa;;Persia
1317;Tietoa kesäyliopistosta;Informations sur l'université estivale;fr;;Ranska
1317;Tietoa kesäyliopistosta;Информация о летних университетах;ru;;Venäjä
1317;Tietoa kesäyliopistosta;Informacije o ljetnim univerzitetima;sh;;Serbokroatia
1317;Tietoa kesäyliopistosta;Macluumaadka jaamacadda xagaaga;so;;Somali
1317;Tietoa kesäyliopistosta;Informacione për universitetin veror;sq;;Albania
1317;Tietoa kesäyliopistosta;Information om sommaruniversitetet;sv;;Ruotsi
1317;Tietoa kesäyliopistosta;Yaz üniversitesi hakkında bilgi;tr;;Turkki
1317;Tietoa kesäyliopistosta;夏季大学;zh;;Kiina
1318;Luettelo kansalais- ja työväenopistoista;معلومات عن المعاهد الشعبية ومعاهد الأيدي العاملة;ar;;Arabi
1318;Luettelo kansalais- ja työväenopistoista;List of adult education centres and workers’ institutes;en;;Englanti
1318;Luettelo kansalais- ja työväenopistoista;Listado de centros de formación para adultos y centros de estudio para profesionales;es;;Espanja
1318;Luettelo kansalais- ja työväenopistoista;Rahvaülikoolide nimekiri;et;;Eesti
1318;Luettelo kansalais- ja työväenopistoista;فهرست دانشسراهای ملی و کارگری;fa;;Persia
1318;Luettelo kansalais- ja työväenopistoista;Liste des instituts populaires;fr;;Ranska
1318;Luettelo kansalais- ja työväenopistoista;Список народных университетов и рабочих училищ;ru;;Venäjä
1318;Luettelo kansalais- ja työväenopistoista;Spisak škola opšteobrazovnog smjera za odrasle i radnički univerziteti;sh;;Serbokroatia
1318;Luettelo kansalais- ja työväenopistoista;Liiska machadyada dadka iyo bulshada;so;;Somali
1318;Luettelo kansalais- ja työväenopistoista;Listë për qendrat e edukimit për të rritur dhe për shkollat për punëtorë;sq;;Albania
1318;Luettelo kansalais- ja työväenopistoista;Förteckning över medborgarinstitut och arbetarinstitut;sv;;Ruotsi
1318;Luettelo kansalais- ja työväenopistoista;Vatandaş ve işçi okullardan bir liste;tr;;Turkki
1318;Luettelo kansalais- ja työväenopistoista;全国国民成人学校和成人学校名址;zh;;Kiina
1319;Tietoa kansanopistoista;معلومات عن المعاهد الشعبية;ar;;Arabi
1319;Tietoa kansanopistoista;Information on folk high schools;en;;Englanti
1319;Tietoa kansanopistoista;Información sobre los  centros de formación oficiales;es;;Espanja
1319;Tietoa kansanopistoista;Teavet rahvakoolide kohta;et;;Eesti
1319;Tietoa kansanopistoista;اطلاعاتی درباره آموزشگاههای مردمی;fa;;Persia
1319;Tietoa kansanopistoista;Informations sur les universités populaires;fr;;Ranska
1319;Tietoa kansanopistoista;Информация о народных училищах;ru;;Venäjä
1319;Tietoa kansanopistoista;Informacije o  narodnim školama opšteobrazovnog smjera;sh;;Serbokroatia
1319;Tietoa kansanopistoista;Macluumaadka machadka dadka;so;;Somali
1319;Tietoa kansanopistoista;Informacione për shkollat popullore;sq;;Albania
1319;Tietoa kansanopistoista;Information om folkhögskolor;sv;;Ruotsi
1319;Tietoa kansanopistoista;Halk okulları hakkında bilgi;tr;;Turkki
1319;Tietoa kansanopistoista;国民学校;zh;;Kiina
1320;Kansanopistojen kursseja maahanmuuttajille;الدورات التعليمية للمعاهد الشعبية للمهاجرين;ar;;Arabi
1320;Kansanopistojen kursseja maahanmuuttajille;Folk high school courses for immigrants;en;;Englanti
1320;Kansanopistojen kursseja maahanmuuttajille;Cursos de los centros de formación oficiales para inmigrantes;es;;Espanja
1320;Kansanopistojen kursseja maahanmuuttajille;Rahvakoolide kursused immigrantidele;et;;Eesti
1320;Kansanopistojen kursseja maahanmuuttajille;کورسهای آموزشگاههای مردمی مخصوص مهاجرین;fa;;Persia
1320;Kansanopistojen kursseja maahanmuuttajille;Cours des universités populaires pour les immigrés;fr;;Ranska
1320;Kansanopistojen kursseja maahanmuuttajille;Курсы для иммигрантов в народных училищах;ru;;Venäjä
1320;Kansanopistojen kursseja maahanmuuttajille;Kursevi za doseljenike koje organizuju narodne škole opšteobrazovnog smjera;sh;;Serbokroatia
1320;Kansanopistojen kursseja maahanmuuttajille;Koorasyada machadka bulshada;so;;Somali
1320;Kansanopistojen kursseja maahanmuuttajille;Kurse për imigrantë të shkollave popullore;sq;;Albania
1320;Kansanopistojen kursseja maahanmuuttajille;Kurser vid folkhögskolor för invandrare;sv;https://www.folkhogskolor.fi/att-studera-pa-folkhogskola/vad-kan-man-studera-vid-en-folkhogskola/utbildning-riktad-till-invandrare/;Ruotsi
1320;Kansanopistojen kursseja maahanmuuttajille;Göçmenler için halk okullarda kurslar;tr;;Turkki
1320;Kansanopistojen kursseja maahanmuuttajille;为外籍人士提供的课程;zh;;Kiina
1322;Tietoa opintotuesta;معلومات عن دعم الدراسة;ar;;Arabi
1322;Tietoa opintotuesta;Information on student financial aid;en;https://www.kela.fi/web/en/financial-aid-for-students;Englanti
1322;Tietoa opintotuesta;Información sobre becas de estudios;es;;Espanja
1322;Tietoa opintotuesta;Teavet õppetoetuse kohta;et;;Eesti
1322;Tietoa opintotuesta;اطلاعاتی درباره کمک هزینه تحصیلی;fa;;Persia
1322;Tietoa opintotuesta;Informations sur le soutien financier aux études;fr;;Ranska
1322;Tietoa opintotuesta;Информация о пособии на обучение;ru;;Venäjä
1322;Tietoa opintotuesta;Informacije o potpori za školovanje;sh;;Serbokroatia
1322;Tietoa opintotuesta;Macluumaadka kaalmada waxbarashada;so;;Somali
1322;Tietoa opintotuesta;Informacione për asistencën për studime;sq;;Albania
1322;Tietoa opintotuesta;Information om studiestödet;sv;https://www.kela.fi/web/sv/studiestod;Ruotsi
1322;Tietoa opintotuesta;Öğrenim desteği hakkında bilgi;tr;;Turkki
1322;Tietoa opintotuesta;助学金介绍;zh;;Kiina
1323;Tietoa opintotuesta;معلومات عن دعم الدراسة;ar;;Arabi
1323;Tietoa opintotuesta;Information on student financial aid;en;https://www.kela.fi/documents/12099/37345256/Students-and-conscripts-brochure-Kela.pdf/80ce5d80-e9b0-4bb0-b07f-ccaa6d0fd16e;Englanti
1323;Tietoa opintotuesta;Información sobre becas de estudios;es;;Espanja
1323;Tietoa opintotuesta;Teavet õppetoetuse kohta;et;https://www.kela.fi/documents/12099/37345263/Opiskelu-ja-asevelvollisuus-esite-Kela-et.pdf/1d113888-a7c3-4eb9-abbb-88d68859be72;Eesti
1323;Tietoa opintotuesta;اطلاعاتی درباره کمک هزینه تحصیلی;fa;;Persia
1323;Tietoa opintotuesta;Informations sur le soutien financier aux études;fr;;Ranska
1323;Tietoa opintotuesta;Информация о пособии на обучение;ru;https://www.kela.fi/documents/12099/37345268/Opiskelu-ja-asevelvollisuus-esite-Kela-ru.pdf/69a64bdc-c1e5-448b-87a6-bf51eb5137e2;Venäjä
1323;Tietoa opintotuesta;Informacije o potpori za školovanje;sh;;Serbokroatia
1323;Tietoa opintotuesta;Macluumaadka kaalmada waxbarashada;so;;Somali
1323;Tietoa opintotuesta;Informacione për asistencën për studime;sq;;Albania
1323;Tietoa opintotuesta;Information om studiestödet;sv;https://www.kela.fi/documents/12084/8014288/Studier_broschyr_Fpa.pdf/2e7aad3c-7f9c-4148-bbd6-c91446640c55;Ruotsi
1323;Tietoa opintotuesta;Öğrenim desteği hakkında bilgi;tr;;Turkki
1323;Tietoa opintotuesta;助学金介绍;zh;;Kiina
1323;Tietoa opintotuesta;https://www.kela.fi/saamenkieliset-esitteet;se;https://www.kela.fi/saamenkieliset-esitteet;Saami
1324;Tietoa opintotuen hakemisesta;معلومات عن طلب دعم الدراسة;ar;;Arabi
1324;Tietoa opintotuen hakemisesta;Information on applying for student financial aid;en;https://www.kela.fi/web/en/financial-aid-for-students-how-to-apply;Englanti
1324;Tietoa opintotuen hakemisesta;Información sobre la solicitud de becas de estudios;es;;Espanja
1324;Tietoa opintotuen hakemisesta;Teavet õppetoetuse taotlemise kohta;et;;Eesti
1324;Tietoa opintotuen hakemisesta;اطلاعاتی درباره نحوه درخواست کمک هزینه تحصیلی;fa;;Persia
1324;Tietoa opintotuen hakemisesta;Informations sur la demande du soutien financier aux études;fr;;Ranska
1324;Tietoa opintotuen hakemisesta;Информация о подаче заявки на выплату пособия на обучение;ru;;Venäjä
1324;Tietoa opintotuen hakemisesta;Informacije za traženje potpore za školovanje;sh;;Serbokroatia
1324;Tietoa opintotuen hakemisesta;Macluumaadka codsashada kaalmada waxbarashada;so;;Somali
1324;Tietoa opintotuen hakemisesta;Informacione se si të aplikoni për asistencën për studime;sq;;Albania
1324;Tietoa opintotuen hakemisesta;Information om att ansöka studiestöd;sv;https://www.kela.fi/web/sv/studiestod-sa-har-ansoker-du;Ruotsi
1324;Tietoa opintotuen hakemisesta;Öğrenim desteğine başvurmak hakkında bilgi;tr;;Turkki
1324;Tietoa opintotuen hakemisesta;申请助学金;zh;;Kiina
1325;Tietoa koulumatkatuesta;معلومات عن دعم المواصلات إلى المدرسة;ar;;Arabi
1325;Tietoa koulumatkatuesta;Information on school transport subsidy;en;https://www.kela.fi/web/en/school-transport-subsidy;Englanti
1325;Tietoa koulumatkatuesta;Información sobre la ayuda para el transporte al centro de estudios;es;;Espanja
1325;Tietoa koulumatkatuesta;Teavet koolisõidutoetuse kohta;et;;Eesti
1325;Tietoa koulumatkatuesta;اطلاعاتی درباره کمک هزینه رفت و آمد به آموزشگاه;fa;;Persia
1325;Tietoa koulumatkatuesta;Informations sur l'indemnité de déplacement scolaire;fr;;Ranska
1325;Tietoa koulumatkatuesta;Информация о пособии на проезд к месту учёбы;ru;;Venäjä
1325;Tietoa koulumatkatuesta;Informacije o potpori za putovanje do škole;sh;;Serbokroatia
1325;Tietoa koulumatkatuesta;Macluumaadka kaalmada safarka iskuulka;so;;Somali
1325;Tietoa koulumatkatuesta;Informacione për asistencën për transport;sq;;Albania
1325;Tietoa koulumatkatuesta;Information om skolresestödet;sv;https://www.kela.fi/web/sv/skolresestod;Ruotsi
1325;Tietoa koulumatkatuesta;Okul yolculuğu desteği hakkında bilgi;tr;;Turkki
1325;Tietoa koulumatkatuesta;交通补助金介绍;zh;;Kiina
1326;Tietoa ateriatuesta;معلومات عن دعم الوجبة الغذائية;ar;;Arabi
1326;Tietoa ateriatuesta;Information on meal subsidy;en;https://www.kela.fi/web/en/meal-subsidy;Englanti
1326;Tietoa ateriatuesta;Información sobre el subsidio para la comida;es;;Espanja
1326;Tietoa ateriatuesta;Teavet koolitoidutoetuse kohta;et;;Eesti
1326;Tietoa ateriatuesta;اطلاعاتی درباره تخفیف قیمت غذا;fa;;Persia
1326;Tietoa ateriatuesta;Informations sur la subvention de repas;fr;;Ranska
